PDB	CHAIN	SP_PRIMARY	PFAM_ID	COVERAGE
3fkl	A	Q16539	PF00069	1
3fkn	A	Q16539	PF00069	1
3fko	A	Q16539	PF00069	1
3fl4	A	Q16539	PF00069	1
3fl5	A	P28523	PF00069	1
3fln	C	Q16539	PF00069	1
3flq	A	Q16539	PF00069	1
3fls	A	Q16539	PF00069	1
3flw	A	Q16539	PF00069	1
3fly	A	Q16539	PF00069	1
3flz	A	Q16539	PF00069	1
3fme	A	P52564	PF00069	1
3fmh	A	Q16539	PF00069	1
3fmj	A	Q16539	PF00069	1
3fmk	A	Q16539	PF00069	1
3fml	A	Q16539	PF00069	1
3fmm	A	Q16539	PF00069	1
3fmn	A	Q16539	PF00069	1
3fpm	A	P49137	PF00069	1
3fqe	A	P43405	PF07714	1
3fqh	A	P43405	PF07714	1
3fqh	B	P43405	PF07714	1
3fqs	A	P43405	PF07714	1
3fsf	A	Q16539	PF00069	1
3fsk	A	Q16539	PF00069	1
3fup	A	O60674	PF07714	1
3fup	B	O60674	PF07714	1
3fv8	A	P53779	PF00069	1
3fwq	A	P68400	PF00069	1
3fwq	B	P68400	PF00069	1
3fxw	A	Q16644	PF00069	1
3fxx	A	P29320	PF07647	0.606
3fxx	A	P29320	PF14575	0.553
3fxx	A	P29320	PF07714	1
3fxz	A	Q13153	PF00069	1
3fy0	A	Q13153	PF00069	1
3fy2	A	P29320	PF14575	0.553
3fy2	A	P29320	PF07647	0.606
3fy2	A	P29320	PF07714	1
3fyj	X	P49137	PF00069	1
3fyk	X	P49137	PF00069	1
3fz1	A	P24941	PF00069	1
3fzo	A	Q14289	PF07714	1
3fzp	A	Q14289	PF07714	1
3fzr	A	Q14289	PF07714	1
3fzs	A	Q14289	PF07714	1
3fzt	A	Q14289	PF07714	1
3g0e	A	P10721	PF07714	0.827
3g0f	A	P10721	PF07714	0.827
3g0f	B	P10721	PF07714	0.827
3g2f	A	Q13873	PF00069	1
3g2f	B	Q13873	PF00069	1
3g33	A	P11802	PF00069	1
3g33	B	P30281	PF00134	1
3g33	B	P30281	PF02984	1
3g33	C	P11802	PF00069	1
3g33	D	P30281	PF00134	1
3g33	D	P30281	PF02984	1
3g51	A	P18654	PF00433	0.459
3g51	A	P18654	PF00069	1
3g5d	A	P00523	PF07714	1
3g5d	B	P00523	PF07714	1
3g6g	A	P00523	PF07714	1
3g6g	B	P00523	PF07714	1
3g6h	A	P00523	PF07714	1
3g6h	B	P00523	PF07714	1
3g90	X	P53779	PF00069	1
3g9l	X	P53779	PF00069	1
3g9n	A	P53779	PF00069	1
3gb2	A	P49841	PF00069	1
3gbz	A	A8BZ95	PF00069	1
3gc0	A	A8BZ95	PF00069	1
3gc7	A	Q16539	PF00069	1
3gc8	A	Q15759	PF00069	1
3gc8	B	Q15759	PF00069	1
3gc9	A	Q15759	PF00069	1
3gc9	B	Q15759	PF00069	1
3gcp	A	Q16539	PF00069	1
3gcq	A	Q16539	PF00069	1
3gcs	A	Q16539	PF00069	1
3gcu	A	Q16539	PF00069	1
3gcu	B	Q16539	PF00069	1
3gcv	A	Q16539	PF00069	1
3gen	A	Q06187	PF07714	1
3geq	A	P00523	PF07714	1
3geq	B	P00523	PF07714	1
3gfe	A	Q16539	PF00069	1
3gfw	A	P33981	PF00069	1
3ggf	A	Q9P289	PF00069	1
3ggf	B	Q9P289	PF00069	1
3gi3	A	Q16539	PF00069	1
3gni	A	Q9Y376	PF08569	1
3gni	B	Q7RTN6	PF00069	1
3gok	A	P49137	PF00069	1
3gok	B	P49137	PF00069	1
3gok	C	P49137	PF00069	1
3gok	D	P49137	PF00069	1
3gok	E	P49137	PF00069	1
3gok	F	P49137	PF00069	1
3gok	G	P49137	PF00069	1
3gok	H	P49137	PF00069	1
3gok	I	P49137	PF00069	1
3gok	J	P49137	PF00069	1
3gok	K	P49137	PF00069	1
3gok	L	P49137	PF00069	1
3gop	A	P00533	PF07714	1
3gop	A	P00533	PF21314	0.361
3gp0	A	Q15759	PF00069	1
3gqi	A	P11362	PF07714	1
3gqi	B	P10686	PF00017	1
3gql	A	P11362	PF07714	1
3gql	B	P11362	PF07714	1
3gql	C	P11362	PF07714	1
3gt8	A	P00533	PF07714	1
3gt8	B	P00533	PF07714	1
3gt8	C	P00533	PF07714	1
3gt8	D	P00533	PF07714	1
3gu4	A	P53355	PF00069	1
3gu5	A	P53355	PF00069	1
3gu6	A	P53355	PF00069	1
3gu7	A	P53355	PF00069	1
3gu8	A	P53355	PF00069	1
3gub	A	P53355	PF00069	1
3gvu	A	P42684	PF07714	1
3gxl	A	P36897	PF00069	1
3h0y	A	O14965	PF00069	1
3h0z	A	O14965	PF00069	1
3h0z	B	O14965	PF00069	1
3h0z	C	O14965	PF00069	1
3h10	A	O14965	PF00069	1
3h10	B	O14965	PF00069	1
3h10	D	O14965	PF00069	1
3h30	A	P68400	PF00069	1
3h30	B	P68400	PF00069	1
3h3c	A	Q14289	PF07714	1
3h4j	A	O74536	PF00069	1
3h4j	A	O74536	PF08587	1
3h4j	B	O74536	PF00069	1
3h4j	B	O74536	PF08587	1
3h9f	A	P33981	PF00069	1
3h9o	A	O15530	PF00069	1
3h9r	A	Q04771	PF08515	1
3h9r	A	Q04771	PF07714	1
3h9r	B	P62942	PF00254	1
3ha6	A	O14965	PF00069	1
3ha6	B	Q9ULW0	PF09041	0.632
3ha8	A	Q16539	PF00069	1
3hdm	A	O00141	PF00069	1
3hdm	A	O00141	PF00433	1
3hdn	A	O00141	PF00433	1
3hdn	A	O00141	PF00069	1
3hec	A	Q16539	PF00069	1
3heg	A	Q16539	PF00069	1
3hko	A	Q5CZ29	PF00069	1
3hl7	A	Q16539	PF00069	1
3hll	A	Q16539	PF00069	1
3hmi	A	P42684	PF07714	1
3hmm	A	P36897	PF00069	1
3hmn	A	P33981	PF00069	1
3hmo	A	P33981	PF00069	1
3hmp	A	P33981	PF00069	1
3hng	A	P17948	PF07714	1
3hp2	A	Q16539	PF00069	1
3hp5	A	Q16539	PF00069	1
3hrb	A	Q16539	PF00069	1
3hrc	A	O15530	PF00069	1
3hrf	A	O15530	PF00069	1
3hub	A	Q16539	PF00069	1
3huc	A	Q16539	PF00069	1
3hv3	A	Q16539	PF00069	1
3hv4	A	Q16539	PF00069	1
3hv4	B	Q16539	PF00069	1
3hv5	A	Q16539	PF00069	1
3hv5	B	Q16539	PF00069	1
3hv6	A	Q16539	PF00069	1
3hv7	A	Q16539	PF00069	1
3hvc	A	Q16539	PF00069	1
3hyh	A	P06782	PF00069	1
3hyh	B	P06782	PF00069	1
3hzt	A	Q3HNM6	PF13499	1
3hzt	A	Q3HNM6	PF00069	1
3i4b	A	P49841	PF00069	1
3i4b	B	P49841	PF00069	1
3i5n	A	P08581	PF07714	1
3i5z	A	P28482	PF00069	1
3i60	A	P28482	PF00069	1
3i6u	A	O96017	PF00069	1
3i6u	A	O96017	PF00498	1
3i6u	B	O96017	PF00498	1
3i6u	B	O96017	PF00069	1
3i6w	A	O96017	PF00069	1
3i6w	A	O96017	PF00498	1
3i6w	B	O96017	PF00069	1
3i6w	B	O96017	PF00498	1
3i6w	C	O96017	PF00498	1
3i6w	C	O96017	PF00069	1
3i6w	D	O96017	PF00069	1
3i6w	D	O96017	PF00498	1
3i6w	E	O96017	PF00069	1
3i6w	E	O96017	PF00498	1
3i6w	F	O96017	PF00498	1
3i6w	F	O96017	PF00069	1
3i6w	G	O96017	PF00069	1
3i6w	G	O96017	PF00498	1
3i6w	H	O96017	PF00069	1
3i6w	H	O96017	PF00498	1
3i81	A	P08069	PF07714	1
3idb	A	P05132	PF00069	1
3idb	B	P12369	PF00027	1
3idc	A	P05132	PF00069	1
3idc	B	P12369	PF00027	1
3idp	A	P15056	PF07714	1
3idp	B	P15056	PF07714	1
3iec	A	Q7KZI7	PF00069	1
3iec	A	Q7KZI7	PF00627	1
3iec	B	Q7KZI7	PF00069	1
3iec	B	Q7KZI7	PF00627	1
3iec	C	Q7KZI7	PF00069	1
3iec	C	Q7KZI7	PF00627	1
3iec	D	Q7KZI7	PF00069	1
3iec	D	Q7KZI7	PF00627	1
3iec	E	P55980	PF03507	0.818
3iec	E	P55980	PF03507	1
3iec	F	P55980	PF03507	0.818
3iec	F	P55980	PF03507	1
3iec	G	P55980	PF03507	0.818
3iec	G	P55980	PF03507	1
3iec	H	P55980	PF03507	0.818
3iec	H	P55980	PF03507	1
3ig7	A	P24941	PF00069	1
3igg	A	P24941	PF00069	1
3igo	A	A3FQ16	PF00069	1
3igo	A	A3FQ16	PF13499	1
3ii5	A	P15056	PF07714	1
3ii5	B	P15056	PF07714	1
3ik3	A	P00520	PF07714	1
3ik3	B	P00520	PF07714	1
3ika	A	P00533	PF07714	1
3ika	B	P00533	PF07714	1
3io7	A	O60674	PF07714	1
3iok	A	O60674	PF07714	1
3ion	A	O15530	PF00069	1
3iop	A	O15530	PF00069	1
3iph	A	Q16539	PF00069	1
3is5	A	S8EQY1	PF00069	1
3is5	B	S8EQY1	PF00069	1
3is5	C	S8EQY1	PF00069	1
3is5	D	S8EQY1	PF00069	1
3is5	E	S8EQY1	PF00069	1
3is5	F	S8EQY1	PF00069	1
3itz	A	Q16539	PF00069	1
3iw4	A	P17252	PF00069	1
3iw4	A	P17252	PF00433	1
3iw4	B	P17252	PF00433	1
3iw4	B	P17252	PF00069	1
3iw4	C	P17252	PF00433	1
3iw4	C	P17252	PF00069	1
3iw5	A	Q16539	PF00069	1
3iw6	A	Q16539	PF00069	1
3iw7	A	Q16539	PF00069	1
3iw8	A	Q16539	PF00069	1
3j4q	A	Q6JP77	PF10469	1
3j4q	A	Q6JP77	PF10470	1
3j4q	B	P12367	PF00027	1
3j4q	B	P12367	PF02197	1
3j4q	C	P12367	PF02197	1
3j4q	C	P12367	PF00027	1
3j4q	D	P05132	PF00069	1
3j4q	E	P05132	PF00069	1
3j4r	A	Q6JP77	PF10469	1
3j4r	A	Q6JP77	PF10470	1
3j4r	B	P12367	PF00027	1
3j4r	B	P12367	PF02197	1
3j4r	C	P12367	PF02197	1
3j4r	C	P12367	PF00027	1
3j4r	D	P05132	PF00069	1
3j4r	E	P05132	PF00069	1
3jpv	A	P11309	PF00069	1
3js2	A	P11362	PF07714	1
3js2	B	P11362	PF07714	1
3juh	A	P68400	PF00069	1
3juh	B	P68400	PF00069	1
3jvr	A	O14757	PF00069	1
3jvs	A	O14757	PF00069	1
3jxw	A	P11309	PF00069	1
3jy0	A	P11309	PF00069	1
3jy9	A	O60674	PF07714	1
3jya	A	P11309	PF00069	1
3k2l	A	Q92630	PF00069	1
3k3i	A	Q16539	PF00069	1
3k3j	A	Q16539	PF00069	1
3k54	A	Q06187	PF07714	1
3k5u	A	O14965	PF00069	1
3k5v	A	P00520	PF07714	1
3k5v	B	P00520	PF07714	1
3ka0	A	P49137	PF00069	1
3kb7	A	P53350	PF00069	1
3kc3	A	P49137	PF00069	1
3kc3	B	P49137	PF00069	1
3kc3	C	P49137	PF00069	1
3kc3	D	P49137	PF00069	1
3kc3	E	P49137	PF00069	1
3kc3	F	P49137	PF00069	1
3kc3	G	P49137	PF00069	1
3kc3	H	P49137	PF00069	1
3kc3	I	P49137	PF00069	1
3kc3	J	P49137	PF00069	1
3kc3	K	P49137	PF00069	1
3kc3	L	P49137	PF00069	1
3kcf	A	P36897	PF00069	1
3kcf	A	P36897	PF08515	1
3kcf	B	P36897	PF08515	1
3kcf	B	P36897	PF00069	1
3kcf	C	P36897	PF08515	1
3kcf	C	P36897	PF00069	1
3kcf	D	P36897	PF08515	1
3kcf	D	P36897	PF00069	1
3kcf	E	P36897	PF00069	1
3kcf	E	P36897	PF08515	1
3kck	A	O60674	PF07714	1
3kex	A	P21860	PF07714	1
3kex	B	P21860	PF07714	1
3kf4	A	P00520	PF07714	1
3kf4	B	P00520	PF07714	1
3kf7	A	Q16539	PF00069	1
3kfa	A	P00520	PF07714	1
3kfa	B	P00520	PF07714	1
3kga	A	P49137	PF00069	0.92
3kk8	A	O62305	PF00069	1
3kk9	A	O62305	PF00069	1
3kkv	A	P00517	PF00069	1
3kl8	A	O62305	PF00069	1
3kl8	C	O62305	PF00069	1
3kl8	E	O62305	PF00069	1
3kl8	G	O62305	PF00069	1
3kl8	I	O62305	PF00069	1
3kmm	A	P06239	PF07714	1
3kmu	A	Q13418	PF07714	1
3kmu	B	Q9NVD7	PF00307	1
3kmw	A	Q13418	PF07714	1
3kmw	B	Q9NVD7	PF00307	1
3kn5	A	O75582	PF00069	1
3kn5	B	O75582	PF00069	1
3kn6	A	O75582	PF00069	1
3kn6	B	O75582	PF00069	1
3kq7	A	Q16539	PF00069	1
3krj	A	P07333	PF07714	0.778
3krj	A	P11362	PF07714	0.778
3krl	A	P07333	PF07714	0.778
3krl	A	P11362	PF07714	0.778
3krr	A	O60674	PF07714	1
3krw	A	P25098	PF00069	1
3krw	A	P25098	PF00169	1
3krw	A	P25098	PF00615	1
3krw	B	P62871	PF25391	1
3krw	G	P63212	PF00631	0.955
3krx	A	P25098	PF00069	1
3krx	A	P25098	PF00169	1
3krx	A	P25098	PF00615	1
3krx	B	P62871	PF25391	1
3krx	G	P63212	PF00631	0.955
3kul	A	P29322	PF14575	0.344
3kul	A	P29322	PF07714	1
3kul	B	P29322	PF07714	1
3kul	B	P29322	PF14575	0.344
3kvw	A	Q92630	PF00069	1
3kvx	A	P53779	PF00069	1
3kxg	A	P28523	PF00069	1
3kxh	A	P28523	PF00069	1
3kxm	A	P28523	PF00069	1
3kxn	A	P28523	PF00069	1
3kxx	A	P11362	PF07714	1
3kxx	B	P11362	PF07714	1
3kxx	C	P11362	PF07714	1
3kxx	D	P11362	PF07714	1
3kxz	A	P06239	PF07714	1
3ky2	A	P11362	PF07714	1
3ky2	B	P11362	PF07714	1
3l1s	A	P49841	PF00069	1
3l1s	B	P49841	PF00069	1
3l8p	A	Q02763	PF07714	1
3l8s	A	Q16539	PF00069	1
3l8v	A	P08581	PF07714	1
3l8x	A	Q16539	PF00069	1
3l9l	A	P17612	PF00069	1
3l9l	B	P17612	PF00069	1
3l9m	A	P17612	PF00069	1
3l9m	B	P17612	PF00069	1
3l9n	A	P17612	PF00069	1
3l9p	A	Q9UM73	PF07714	1
3lau	A	O14965	PF00069	1
3lcd	A	P07333	PF07714	0.821
3lck	A	P06239	PF07714	1
3lco	A	P07333	PF07714	0.86
3lcs	A	Q9UM73	PF07714	1
3lct	A	Q9UM73	PF07714	1
3le6	A	P24941	PF00069	1
3lfa	A	Q16539	PF00069	1
3lfb	A	Q16539	PF00069	1
3lfc	A	Q16539	PF00069	1
3lfd	A	Q16539	PF00069	1
3lfe	A	Q16539	PF00069	1
3lff	A	Q16539	PF00069	1
3lfn	A	P24941	PF00069	1
3lfq	A	P24941	PF00069	1
3lfs	A	P24941	PF00069	1
3lhj	A	Q16539	PF00069	1
3lij	A	Q5CS01	PF13499	1
3lij	A	Q5CS01	PF00069	1
3lj0	A	P32361	PF00069	0.789
3lj0	A	P32361	PF00069	0.975
3lj0	A	P32361	PF06479	1
3lj0	B	P32361	PF00069	0.789
3lj0	B	P32361	PF00069	0.975
3lj0	B	P32361	PF06479	1
3lj1	A	P32361	PF00069	0.789
3lj1	A	P32361	PF00069	0.975
3lj1	A	P32361	PF06479	1
3lj1	B	P32361	PF00069	0.789
3lj1	B	P32361	PF00069	0.975
3lj1	B	P32361	PF06479	1
3lj2	A	P32361	PF00069	0.789
3lj2	A	P32361	PF00069	0.975
3lj2	A	P32361	PF06479	1
3lj2	B	P32361	PF00069	0.789
3lj2	B	P32361	PF00069	0.975
3lj2	B	P32361	PF06479	1
3llt	A	Q8IL19	PF00069	1
3lm0	A	O94768	PF00069	1
3lm5	A	O94768	PF00069	1
3lmg	A	P21860	PF07714	1
3lmg	B	P21860	PF07714	1
3lok	A	P00523	PF07714	1
3lok	B	P00523	PF07714	1
3lpb	A	O60674	PF07714	1
3lpb	B	O60674	PF07714	1
3lq5	A	P50750	PF00069	1
3lq5	B	O60563	PF21797	1
3lq5	B	O60563	PF00134	1
3lq8	A	P08581	PF07714	1
3lvp	A	P08069	PF07714	1
3lvp	B	P08069	PF07714	1
3lvp	C	P08069	PF07714	1
3lvp	D	P08069	PF07714	1
3lw0	A	P08069	PF07714	1
3lw0	B	P08069	PF07714	1
3lw0	C	P08069	PF07714	1
3lw0	D	P08069	PF07714	1
3lxk	A	P52333	PF07714	1
3lxl	A	P52333	PF07714	1
3lxn	A	P29597	PF07714	1
3lxp	A	P29597	PF07714	1
3lzb	A	P00533	PF07714	1
3lzb	B	P00533	PF07714	1
3lzb	C	P00533	PF07714	1
3lzb	D	P00533	PF07714	1
3lzb	E	P00533	PF07714	1
3lzb	F	P00533	PF07714	1
3lzb	G	P00533	PF07714	1
3lzb	H	P00533	PF07714	1
3m11	A	O14965	PF00069	1
3m1s	A	P49841	PF00069	1
3m1s	B	P49841	PF00069	1
3m2w	A	P49137	PF00069	0.92
3m42	A	P49137	PF00069	0.92
3ma3	A	P11309	PF00069	1
3mb6	A	P68400	PF00069	1
3mb7	A	P68400	PF00069	1
3mbl	A	Q02750	PF00069	1
3mdy	A	O00238	PF08515	1
3mdy	A	O00238	PF07714	1
3mdy	B	P62942	PF00254	1
3mdy	C	O00238	PF08515	1
3mdy	C	O00238	PF07714	1
3mdy	D	P62942	PF00254	1
3mfr	A	O14936	PF00069	1
3mfs	A	O14936	PF00069	1
3mft	A	O14936	PF00069	1
3mfu	A	O14936	PF00069	1
3mgy	A	Q16539	PF00069	1
3mh0	A	Q16539	PF00069	1
3mh1	A	Q16539	PF00069	1
3mh2	A	Q16539	PF00069	1
3mh3	A	Q16539	PF00069	1
3mi9	A	P50750	PF00069	1
3mi9	B	O60563	PF21797	1
3mi9	B	O60563	PF00134	1
3mi9	C	P04608	PF00539	1
3mia	A	P50750	PF00069	1
3mia	B	O60563	PF00134	1
3mia	B	O60563	PF21797	1
3mia	C	P04608	PF00539	1
3miy	A	Q08881	PF07714	1
3miy	B	Q08881	PF07714	1
3mj1	A	Q08881	PF07714	1
3mj2	A	Q08881	PF07714	1
3mn3	A	P06782	PF00069	1
3mpa	A	Q16539	PF00069	1
3mpm	A	P06239	PF07714	1
3mpt	A	Q16539	PF00069	1
3ms9	A	P00520	PF07714	1
3ms9	B	P00520	PF07714	1
3mss	A	P00520	PF07714	1
3mss	B	P00520	PF07714	1
3mss	C	P00520	PF07714	1
3mss	D	P00520	PF07714	1
3mtf	A	Q04771	PF07714	1
3mtf	B	Q04771	PF07714	1
3mtl	A	Q00536	PF00069	1
3mv5	A	P31749	PF00069	1
3mv5	A	P31749	PF00433	1
3mvh	A	P31749	PF00069	1
3mvh	A	P31749	PF00433	1
3mvj	A	P17612	PF00069	1
3mvj	B	P17612	PF00069	1
3mvj	E	P17612	PF00069	1
3mvl	A	Q16539	PF00069	1
3mvl	B	Q16539	PF00069	1
3mvm	A	Q16539	PF00069	1
3mvm	B	Q16539	PF00069	1
3mw1	A	Q16539	PF00069	1
3mwu	A	A3FQ16	PF13499	1
3mwu	A	A3FQ16	PF00069	1
3my0	A	P37023	PF07714	1
3my0	B	P37023	PF07714	1
3my0	C	P37023	PF07714	1
3my0	D	P37023	PF07714	1
3my0	E	P37023	PF07714	1
3my0	F	P37023	PF07714	1
3my0	G	P37023	PF07714	1
3my0	H	P37023	PF07714	1
3my0	I	P37023	PF07714	1
3my0	J	P37023	PF07714	1
3my0	K	P37023	PF07714	1
3my0	L	P37023	PF07714	1
3my0	M	P37023	PF07714	1
3my0	N	P37023	PF07714	1
3my0	O	P37023	PF07714	1
3my0	P	P37023	PF07714	1
3my0	Q	P37023	PF07714	1
3my0	R	P37023	PF07714	1
3my0	S	P37023	PF07714	1
3my0	T	P37023	PF07714	1
3my0	U	P37023	PF07714	1
3my0	V	P37023	PF07714	1
3my0	W	P37023	PF07714	1
3my0	X	P37023	PF07714	1
3my1	A	P50750	PF00069	1
3my1	B	O60563	PF00134	1
3my1	B	O60563	PF21797	1
3my5	A	P24941	PF00069	1
3my5	B	P30274	PF02984	1
3my5	B	P30274	PF00134	1
3my5	C	P24941	PF00069	1
3my5	D	P30274	PF02984	1
3my5	D	P30274	PF00134	1
3myg	A	O14965	PF00069	1
3n9x	A	A0A509AIZ6	PF00069	1
3n9x	B	A0A509AIZ6	PF00069	1
3nax	A	O15530	PF00069	1
3nay	A	O15530	PF00069	1
3nay	B	O15530	PF00069	1
3ncg	A	A3FQ16	PF00069	1
3ncg	A	A3FQ16	PF13499	1
3ncz	A	Q13464	PF00069	1
3ncz	B	Q13464	PF00069	1
3ncz	C	Q13464	PF00069	1
3ncz	D	Q13464	PF00069	1
3ndm	A	Q13464	PF00069	1
3ndm	B	Q13464	PF00069	1
3ndm	C	Q13464	PF00069	1
3ndm	D	Q13464	PF00069	1
3new	A	Q16539	PF00069	1
3nga	A	P68400	PF00069	1
3nga	B	P68400	PF00069	1
3nie	A	Q7KQK7	PF00069	1
3nie	B	Q7KQK7	PF00069	1
3niz	A	Q5CRJ8	PF00069	1
3nlb	A	O14757	PF00069	1
3nnu	A	Q16539	PF00069	1
3nnv	A	Q16539	PF00069	1
3nnw	A	Q16539	PF00069	1
3nnx	A	Q16539	PF00069	1
3npc	A	P45984	PF00069	1
3npc	B	P45984	PF00069	1
3nr9	A	P49760	PF00069	1
3nr9	B	P49760	PF00069	1
3nr9	C	P49760	PF00069	1
3nrm	A	O14965	PF00069	1
3ns9	A	P24941	PF00069	1
3nsz	A	P68400	PF00069	1
3nun	A	O15530	PF00069	1
3nup	A	Q00534	PF00069	1
3nus	A	O15530	PF00069	1
3nuu	A	O15530	PF00069	1
3nux	A	Q00534	PF00069	1
3nuy	A	O15530	PF00069	1
3nw5	A	P08069	PF07714	1
3nw6	A	P08069	PF07714	1
3nw7	A	P08069	PF07714	1
3nww	A	Q16539	PF00069	1
3nx8	A	P17612	PF00069	1
3nyn	A	P43250	PF00615	1
3nyn	A	P43250	PF00069	1
3nyn	B	P43250	PF00615	1
3nyn	B	P43250	PF00069	1
3nyo	A	P43250	PF00069	1
3nyo	A	P43250	PF00615	1
3nyo	B	P43250	PF00069	1
3nyo	B	P43250	PF00615	1
3nyx	A	P29597	PF07714	1
3nz0	A	P29597	PF07714	1
3o0g	A	Q00535	PF00069	1
3o0g	B	Q00535	PF00069	1
3o0g	D	Q15078	PF03261	0.788
3o0g	E	Q15078	PF03261	0.788
3o17	A	P45983	PF00069	1
3o17	B	P45983	PF00069	1
3o23	A	P08069	PF07714	1
3o2m	A	P45983	PF00069	1
3o2m	B	P45983	PF00069	1
3o50	A	O14965	PF00069	1
3o50	B	O14965	PF00069	1
3o51	A	O14965	PF00069	1
3o71	A	P63086	PF00069	1
3o7l	B	P05132	PF00069	1
3o7l	D	P05132	PF00069	1
3o8p	A	Q16539	PF00069	1
3o8t	A	Q16539	PF00069	1
3o8u	A	Q16539	PF00069	1
3o96	A	P31749	PF00433	0.326
3o96	A	P31749	PF00169	1
3o96	A	P31749	PF00069	1
3obg	A	Q16539	PF00069	1
3obj	A	Q16539	PF00069	1
3oc1	A	Q16539	PF00069	1
3ocb	A	P31749	PF00433	1
3ocb	A	P31749	PF00069	1
3ocb	B	P31749	PF00433	1
3ocb	B	P31749	PF00069	1
3ocg	A	Q16539	PF00069	1
3ocs	A	Q06187	PF07714	1
3oct	A	Q06187	PF07714	1
3od6	X	Q16539	PF00069	1
3ody	X	Q16539	PF00069	1
3odz	X	Q16539	PF00069	1
3oef	X	Q16539	PF00069	1
3oez	A	P00523	PF07714	1
3oez	B	P00523	PF07714	1
3of0	A	P00523	PF07714	1
3of0	B	P00523	PF07714	1
3ofm	A	P19784	PF00069	1
3og7	A	P15056	PF07714	1
3og7	B	P15056	PF07714	1
3oht	A	A9UJZ9	PF00069	1
3oht	B	A9UJZ9	PF00069	1
3omv	A	P04049	PF07714	1
3omv	B	P04049	PF07714	1
3oog	A	P17612	PF00069	1
3oom	A	Q04771	PF07714	1
3op5	A	Q99986	PF00069	1
3op5	B	Q99986	PF00069	1
3op5	C	Q99986	PF00069	1
3op5	D	Q99986	PF00069	1
3ori	A	P9WI81	PF00069	1
3ori	B	P9WI81	PF00069	1
3ori	C	P9WI81	PF00069	1
3ori	D	P9WI81	PF00069	1
3ork	A	P9WI81	PF00069	1
3orl	A	P9WI81	PF00069	1
3orm	A	P9WI81	PF00069	1
3orn	A	Q02750	PF00069	0.891
3oro	A	P9WI81	PF00069	1
3orp	A	P9WI81	PF00069	1
3ort	A	P9WI81	PF00069	1
3orx	A	O15530	PF00069	1
3orx	B	O15530	PF00069	1
3orx	C	O15530	PF00069	1
3orx	D	O15530	PF00069	1
3orx	E	O15530	PF00069	1
3orx	F	O15530	PF00069	1
3orx	G	O15530	PF00069	1
3orx	H	O15530	PF00069	1
3orz	A	O15530	PF00069	1
3orz	B	O15530	PF00069	1
3orz	C	O15530	PF00069	1
3orz	D	O15530	PF00069	1
3os3	A	Q02750	PF00069	0.891
3ot3	A	O14757	PF00069	1
3ot8	A	O14757	PF00069	1
3otu	A	O15530	PF00069	1
3ovv	A	P17612	PF00069	1
3ow3	A	P05132	PF00069	1
3ow4	A	P31749	PF00069	1
3ow4	A	P31749	PF00433	1
3ow4	B	P31749	PF00069	1
3ow4	B	P31749	PF00433	1
3owj	A	P68400	PF00069	1
3owk	A	P68400	PF00069	1
3owl	A	P68400	PF00069	1
3owp	A	P17612	PF00069	1
3oxi	A	P53779	PF00069	1
3oxt	A	P17612	PF00069	1
3oxz	A	P00520	PF07714	1
3oy1	A	P53779	PF00069	1
3oy3	A	P00520	PF07714	1
3oy3	B	P00520	PF07714	1
3oz6	A	A3FQ79	PF00069	1
3oz6	B	A3FQ79	PF00069	1
3p08	A	Q06187	PF07714	1
3p08	B	Q06187	PF07714	1
3p0m	A	P17612	PF00069	1
3p1a	A	Q99640	PF00069	1
3p23	A	O75460	PF06479	1
3p23	A	O75460	PF00069	1
3p23	B	O75460	PF00069	1
3p23	B	O75460	PF06479	1
3p23	C	O75460	PF00069	1
3p23	C	O75460	PF06479	1
3p23	D	O75460	PF00069	1
3p23	D	O75460	PF06479	1
3p4k	A	P47811	PF00069	1
3p5k	A	P47811	PF00069	1
3p78	A	P47811	PF00069	1
3p79	A	P47811	PF00069	1
3p7a	A	P47811	PF00069	1
3p7b	A	P47811	PF00069	1
3p7c	A	P47811	PF00069	1
3p86	A	Q05609	PF07714	1
3p86	B	Q05609	PF07714	1
3p9j	A	O14965	PF00069	1
3pa3	A	O14757	PF00069	1
3pa4	A	O14757	PF00069	1
3pa5	A	O14757	PF00069	1
3pe1	A	P68400	PF00069	1
3pe2	A	P68400	PF00069	1
3pfq	A	P68403	PF00168	1
3pfq	A	P68403	PF00069	1
3pfq	A	P68403	PF00130	1
3pfq	A	P68403	PF00433	0.976
3pg1	A	Q4QHJ8	PF00069	1
3pg3	A	Q16539	PF00069	1
3pix	A	Q06187	PF07714	1
3piy	A	Q06187	PF07714	1
3piz	A	Q06187	PF07714	1
3pj1	A	Q06187	PF07714	1
3pj2	A	Q06187	PF07714	1
3pj3	A	Q06187	PF07714	1
3pj8	A	P24941	PF00069	1
3pjc	A	P52333	PF07714	1
3pls	A	Q04912	PF07714	1
3poo	A	P17612	PF00069	1
3poz	A	P00533	PF07714	1
3pp0	A	P04626	PF07714	1
3pp0	B	P04626	PF07714	1
3pp1	A	Q02750	PF00069	1
3ppj	A	P15056	PF07714	1
3ppj	B	P15056	PF07714	1
3ppk	A	P15056	PF07714	1
3ppk	B	P15056	PF07714	1
3ppz	A	Q05609	PF07714	1
3ppz	B	Q05609	PF07714	1
3prf	A	P15056	PF07714	1
3prf	B	P15056	PF07714	1
3pri	A	P15056	PF07714	1
3pri	B	P15056	PF07714	1
